index,success,abs_start_detected,abs_start_fitted,samples_subtracted,alignment_correlation,fitted_cfo_hz,gain_real,gain_imag,power_before,power_after,suppression_db,fcs_pass,message
1,0,496652,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.012 is below threshold 0.100."
2,0,978572,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
3,0,1319428,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"A reliable repeated preamble was not found. Check receiver settings."
4,0,2431020,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.014 is below threshold 0.100."
5,0,2874924,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.014 is below threshold 0.100."
6,0,3205028,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
7,0,3498156,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.039 is below threshold 0.100."
8,0,4365388,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144860:207835."
9,0,4773680,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144861:199644."
10,0,5888492,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
11,0,6492908,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
12,0,6832364,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 188358
  required end (work)   : 456581 (buffer length 408501, short by 48080)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 337168 (recommended 387168)."
13,0,7029498,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
14,0,7220588,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 175150
  required end (work)   : 443373 (buffer length 408501, short by 34872)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 327414 (recommended 377414)."
15,0,7411020,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
16,1,7778186,7778186,234370,0.956497281,-12032.321,72.8765839,305.71624,662023.401,655890.283,0.0404214406,0,""
17,1,8522372,8522373,269911,0.856427727,1481.18869,852.001473,-614.474819,637031.914,568045.395,0.497781473,0,""
18,0,8913598,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 445093
  required end (work)   : 713316 (buffer length 541625, short by 171691)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 399969
  increase sample_num to at least 526757 (recommended 576757)."
19,0,9292068,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
20,1,9638276,9638277,320576,0.856776303,14502.6321,74.0616215,144.376189,653463.853,651829.361,0.0108765016,0,""
21,0,10796196,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 458302
  required end (work)   : 726525 (buffer length 503748, short by 222777)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 371998
  increase sample_num to at least 536511 (recommended 586511)."
22,0,11193424,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144857:208856."
23,0,11565548,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
24,1,12334087,12334088,269911,0.85589511,-2518.94918,-970.420492,-421.854163,532007.496,462162.246,0.611232864,0,""
25,0,13455243,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
26,0,13695852,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
27,0,14226439,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
28,1,14906852,14906852,227565,0.856876576,-7777.54983,82.7177518,-460.926595,1023845.4,1010125.57,0.0585901994,1,""
29,1,15247809,15247809,227565,0.952657967,-1633.33698,-747.126499,3996.30357,1230294.33,197599.833,7.94222452,1,""
30,1,15740321,15740322,306208,0.856453028,-941.083333,-889.900406,-311.651968,624356.295,568934.454,0.403702598,0,""
31,0,16981388,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.048 is below threshold 0.100."
32,0,17242603,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.014 is below threshold 0.100."
33,0,18377611,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
34,0,18756492,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.012 is below threshold 0.100."
35,0,19110732,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144872:221159."
36,0,19352652,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 146701
  required end (work)   : 414924 (buffer length 408501, short by 6423)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 306406 (recommended 356406)."
37,1,19835972,19835973,227565,0.855356984,-6843.34477,-23.8761392,8.91531959,974741.892,974701.594,0.000179548968,1,""
38,0,20080332,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 186326
  required end (work)   : 454549 (buffer length 408501, short by 46048)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 335667 (recommended 385667)."
39,0,20468555,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 173119
  required end (work)   : 441342 (buffer length 408501, short by 32841)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 325915 (recommended 375915)."
40,0,20856780,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 159910
  required end (work)   : 428133 (buffer length 408501, short by 19632)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 316160 (recommended 366160)."
41,0,21245004,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 146702
  required end (work)   : 414925 (buffer length 408501, short by 6424)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 306407 (recommended 356407)."
42,1,22109796,22109797,227565,0.855674968,-6558.57441,-193.375363,81.7716814,958523.671,955777.577,0.0124600478,1,""
43,1,22449252,22449252,227565,0.859946237,-2257.88938,2717.86153,1017.03355,1173190.05,647056.275,2.58426319,1,""
44,0,25009452,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 174133
  required end (work)   : 442356 (buffer length 408501, short by 33855)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 326663 (recommended 376663)."
45,0,25200684,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
46,0,25397676,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 160925
  required end (work)   : 429148 (buffer length 408501, short by 20647)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 316910 (recommended 366910)."
47,0,25834668,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.027 is below threshold 0.100."
48,0,26562348,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
49,0,27097036,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
50,1,27766596,27766596,227565,0.857226073,-11270.5978,91.6569783,-60.6794412,1067756.49,1066996.78,0.00309109895,1,""
51,0,28059724,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 143654
  required end (work)   : 411877 (buffer length 408501, short by 3376)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 304156 (recommended 354156)."
52,0,28587500,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
53,0,29700964,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
54,0,30326796,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 148733
  required end (work)   : 416956 (buffer length 408501, short by 8455)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 307906 (recommended 357906)."
55,0,30715020,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
56,0,31103243,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
57,0,31442700,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 175150
  required end (work)   : 443373 (buffer length 408501, short by 34872)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 327414 (recommended 377414)."
58,0,32000298,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
59,0,32746924,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
60,1,33135709,33135710,313014,0.857058624,-16748.2006,-103.730891,-2.35888246,637486.671,636822.106,0.00452978134,0,""
61,0,33514180,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
62,0,33765292,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144865:154080."
63,0,34104748,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 157878
  required end (work)   : 426101 (buffer length 408501, short by 17600)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 314660 (recommended 364660)."
64,1,34636836,34636837,281254,0.856393277,-15518.3981,-45.6535825,-34.9298317,611529.846,611320.783,0.0014849749,0,""
65,0,35020748,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
66,0,35787660,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
67,0,36518123,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
68,0,36760043,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 149751
  required end (work)   : 417974 (buffer length 408501, short by 9473)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 308658 (recommended 358658)."
69,0,37307888,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
70,0,37677355,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
71,0,39033868,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 145686
  required end (work)   : 413909 (buffer length 408501, short by 5408)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 305656 (recommended 355656)."
72,0,39373323,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 198519
  required end (work)   : 466742 (buffer length 408501, short by 58241)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 344672 (recommended 394672)."
73,0,39810316,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
74,0,41464716,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
75,0,42599723,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
76,0,43354413,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
77,0,43574764,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 146701
  required end (work)   : 414924 (buffer length 408501, short by 6423)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 306406 (recommended 356406)."
78,0,44060524,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
79,0,44302444,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 186325
  required end (work)   : 454548 (buffer length 408501, short by 46047)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 335667 (recommended 385667)."
80,1,44492075,44492075,237395,0.982405502,-9774.89503,-62.8780052,-19.1545265,641438.91,641173.262,0.00179897646,0,""
81,0,44690667,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 173119
  required end (work)   : 441342 (buffer length 408501, short by 32841)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 325915 (recommended 375915)."
82,0,45078892,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 159910
  required end (work)   : 428133 (buffer length 408501, short by 19632)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 316160 (recommended 366160)."
83,0,45467116,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 146702
  required end (work)   : 414925 (buffer length 408501, short by 6424)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 306407 (recommended 356407)."
84,0,46236812,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
85,0,46625036,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144865:154080."
86,0,47141772,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
87,0,47529708,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
88,0,47912565,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
89,1,49031470,49031471,319819,0.856279751,-25695.1533,22.581099,22.1538521,652075.965,652011.984,0.000426145508,0,""
90,0,49422796,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
91,0,49766092,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
92,0,50056780,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.030 is below threshold 0.100."
93,0,50396235,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
94,0,50784460,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
95,0,51319148,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
96,0,51602924,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
97,1,51988708,51988708,227565,0.857183922,-7099.41427,-307.117403,-259.158991,1069227.41,1059140.65,0.0411644541,1,""
98,0,52330604,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.027 is below threshold 0.100."
99,0,52809612,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
100,0,53009516,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 183278
  required end (work)   : 451501 (buffer length 408501, short by 43000)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 333417 (recommended 383417)."
101,0,53446508,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144865:154080."
102,0,53710475,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 259087
  required end (work)   : 527310 (buffer length 408501, short by 118809)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 389399 (recommended 439399)."
103,0,55267180,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 201097
  required end (work)   : 469320 (buffer length 408501, short by 60819)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 346575 (recommended 396575)."
104,0,55664812,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 175149
  required end (work)   : 443373 (buffer length 408501, short by 34872)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 327414 (recommended 377414)."
105,0,56225068,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
106,0,56441260,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 148734
  required end (work)   : 416957 (buffer length 408501, short by 8456)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 307907 (recommended 357907)."
107,0,56969036,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.014 is below threshold 0.100."
108,0,57357821,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
109,1,57645508,57645508,227565,0.859912165,-2685.61685,-2367.98249,1349.43817,1181135.31,717031.661,2.16761321,1,""
110,0,57938636,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 171086
  required end (work)   : 439309 (buffer length 408501, short by 30808)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 324413 (recommended 374413)."
111,1,58421956,58421956,227565,0.856675742,-10799.2636,-19.9871819,-11.1480761,1072786.73,1072753.24,0.000135564116,1,""
112,0,58858948,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
113,0,59242859,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
114,1,61530000,61530000,226052,0.957359407,-26.9951628,1455.28989,93.2072367,635464.905,502610.851,1.0185971,0,""
115,1,61899467,61899468,246469,0.856352389,6171.09623,65.0074383,25.8757496,630487.267,630177.867,0.00213174949,0,""
116,1,63351076,63351076,227565,0.856115187,-7462.45221,299.936631,256.589024,1023734.87,1013997.11,0.0415077812,1,""
117,0,63644204,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
118,1,64127524,64127525,257056,0.856295469,-7058.83422,75.4958098,33.0611286,814215.783,813798.671,0.00222539921,0,""
119,1,64466980,64466980,227565,0.85865882,-2183.07806,-785.71173,-2685.02642,1131036.59,642158.801,2.45834215,1,""
120,0,65673668,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
121,0,66824523,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
122,1,67576525,67576525,273692,0.957198537,-9614.62851,44.3388531,13.5814749,570359.233,570231.719,0.000971053027,0,""
123,0,68185100,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
124,0,68524556,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 186325
  required end (work)   : 454548 (buffer length 408501, short by 46047)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 335667 (recommended 385667)."
125,1,68714187,68714187,225296,0.956670842,10549.1915,-249.350355,-284.632395,675364.765,666440.451,0.0577704905,0,""
126,0,69093068,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
127,0,69301004,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 159910
  required end (work)   : 428133 (buffer length 408501, short by 19632)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 316160 (recommended 366160)."
128,0,69689228,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 146702
  required end (work)   : 414925 (buffer length 408501, short by 6424)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 306407 (recommended 356407)."
129,1,70172548,70172549,227565,0.855157277,-12197.7652,8.23245141,50.1601458,974894.773,974736.139,0.000706739191,1,""
130,0,71574828,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 155846
  required end (work)   : 424069 (buffer length 408501, short by 15568)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 313159 (recommended 363159)."
131,0,72138892,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.012 is below threshold 0.100."
132,0,73253582,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
133,0,73644908,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.093 is below threshold 0.100."
134,0,73890668,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.040 is below threshold 0.100."
135,0,74393900,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.013 is below threshold 0.100."
136,0,75006572,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
137,0,75346028,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 174134
  required end (work)   : 442357 (buffer length 408501, short by 33856)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 326664 (recommended 376664)."
138,0,75541260,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144869:220644."
139,1,76647812,76647813,297890,0.856923529,6088.19291,-77.7750157,51.0459546,605038.165,604489.462,0.00394035806,0,""
140,1,76987268,76987269,227565,0.855371815,-1784.31587,1219.36924,-2059.69537,961069.474,603068.521,2.02388123,1,""
141,0,77280396,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144865:154080."
142,0,78777772,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
143,0,80447179,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Alignment correlation 0.014 is below threshold 0.100."
144,0,80663372,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 148734
  required end (work)   : 416957 (buffer length 408501, short by 8456)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 307907 (recommended 357907)."
145,1,81220220,81220220,296378,0.956453765,1179.45273,394.998535,817.409044,601494.488,549962.233,0.388987857,0,""
146,0,81579933,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
147,0,81821292,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 144865:154080."
148,0,82548972,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 157878
  required end (work)   : 426101 (buffer length 408501, short by 17600)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 314660 (recommended 364660)."
149,0,83081060,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
150,0,83850756,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
151,0,85768459,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
152,0,86121579,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
153,0,86708396,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Capture ends before SFD.
  preamble start (work) : 162958
  required end (work)   : 431181 (buffer length 408501, short by 22680)
  preamble_repetitions  : 256, SFD symbols: 8
  current sample_num    : 301662
  increase sample_num to at least 318411 (recommended 368411)."
154,0,87644464,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
155,0,87866316,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"Input ternarySymbols is too short: need samples 134113:144864."
156,1,88300868,88300868,227565,0.860459133,-1262.17079,-2734.89997,1170.63898,1174717.6,621725.609,2.7633472,1,""
157,1,88689092,88689092,227565,0.858921491,-241.180327,992.195391,2156.13992,1120490.49,768406.403,1.63817199,1,""
158,0,89538411,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
159,0,89895780,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
160,0,91046635,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
161,0,91798637,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,"The decoded PSDU must contain a nonempty whole number of bytes."
